tweet_id,intent,is_angry_prefix
100001,account_access_issue,True
100003,order_status_delay,True
100005,damaged_or_wrong_item,False
100007,other_complaint,False
100009,product_or_service_question,False
100011,damaged_or_wrong_item,True
100013,damaged_or_wrong_item,True
100015,order_status_delay,False
100017,order_status_delay,True
100019,refund_or_return,True
100021,account_access_issue,True
100023,refund_or_return,True
100025,order_status_delay,False
100027,other_complaint,False
100029,other_complaint,False
100031,billing_charge_dispute,False
100033,damaged_or_wrong_item,True
100035,cancellation_request,True
100037,order_status_delay,True
100039,refund_or_return,True
100041,product_or_service_question,False
100043,account_access_issue,False
100045,other_complaint,False
100047,account_access_issue,True
100049,order_status_delay,True
100051,account_access_issue,True
100053,cancellation_request,True
100055,cancellation_request,False
100057,other_complaint,False
100059,damaged_or_wrong_item,True
100061,other_complaint,True
100063,product_or_service_question,True
100065,account_access_issue,True
100067,cancellation_request,False
100069,refund_or_return,True
100071,billing_charge_dispute,True
100073,refund_or_return,False
100075,refund_or_return,False
100077,account_access_issue,True
100079,order_status_delay,True
100081,product_or_service_question,True
100083,damaged_or_wrong_item,True
100085,order_status_delay,False
100087,product_or_service_question,False
100089,order_status_delay,True
100091,refund_or_return,False
100093,order_status_delay,True
100095,cancellation_request,False
100097,cancellation_request,False
100099,damaged_or_wrong_item,True
100101,other_complaint,False
100103,damaged_or_wrong_item,False
100105,other_complaint,False
100107,billing_charge_dispute,False
100109,order_status_delay,True
100111,damaged_or_wrong_item,False
100113,refund_or_return,False
100115,other_complaint,False
100117,refund_or_return,True
100119,billing_charge_dispute,True
100121,cancellation_request,False
100123,other_complaint,True
100125,cancellation_request,True
100127,cancellation_request,False
100129,damaged_or_wrong_item,False
100131,cancellation_request,True
100133,order_status_delay,False
100135,damaged_or_wrong_item,True
100137,refund_or_return,True
100139,cancellation_request,True
100141,product_or_service_question,True
100143,damaged_or_wrong_item,False
100145,order_status_delay,True
100147,refund_or_return,False
100149,refund_or_return,False
100151,damaged_or_wrong_item,False
100153,product_or_service_question,False
100155,order_status_delay,False
100157,other_complaint,True
100159,account_access_issue,True
100161,damaged_or_wrong_item,False
100163,other_complaint,True
100165,damaged_or_wrong_item,True
100167,other_complaint,False
100169,order_status_delay,False
100171,other_complaint,False
100173,account_access_issue,True
100175,other_complaint,False
100177,billing_charge_dispute,False
100179,damaged_or_wrong_item,True
100181,order_status_delay,False
100183,other_complaint,True
100185,account_access_issue,True
100187,other_complaint,True
100189,billing_charge_dispute,False
100191,product_or_service_question,True
100193,account_access_issue,False
100195,product_or_service_question,True
100197,account_access_issue,False
100199,cancellation_request,False
100201,other_complaint,False
100203,product_or_service_question,True
100205,billing_charge_dispute,True
100207,other_complaint,True
100209,refund_or_return,False
100211,cancellation_request,True
100213,other_complaint,False
100215,cancellation_request,True
100217,account_access_issue,False
100219,billing_charge_dispute,False
100221,account_access_issue,False
100223,account_access_issue,True
100225,billing_charge_dispute,True
100227,other_complaint,False
100229,damaged_or_wrong_item,True
100231,refund_or_return,False
100233,order_status_delay,False
100235,damaged_or_wrong_item,False
100237,damaged_or_wrong_item,False
100239,product_or_service_question,False
100241,order_status_delay,False
100243,damaged_or_wrong_item,False
100245,refund_or_return,True
100247,account_access_issue,False
100249,account_access_issue,True
100251,refund_or_return,False
100253,billing_charge_dispute,False
100255,other_complaint,True
100257,billing_charge_dispute,True
100259,product_or_service_question,True
100261,other_complaint,False
100263,billing_charge_dispute,True
100265,damaged_or_wrong_item,False
100267,damaged_or_wrong_item,True
100269,billing_charge_dispute,False
100271,damaged_or_wrong_item,True
100273,account_access_issue,False
100275,order_status_delay,False
100277,account_access_issue,False
100279,cancellation_request,False
100281,billing_charge_dispute,False
100283,cancellation_request,False
100285,cancellation_request,False
100287,other_complaint,True
100289,order_status_delay,False
100291,refund_or_return,False
100293,product_or_service_question,False
100295,billing_charge_dispute,True
100297,refund_or_return,False
100299,other_complaint,True
100301,refund_or_return,True
100303,other_complaint,True
100305,other_complaint,True
100307,order_status_delay,False
100309,order_status_delay,False
100311,damaged_or_wrong_item,True
100313,order_status_delay,True
100315,billing_charge_dispute,False
100317,other_complaint,True
100319,damaged_or_wrong_item,True
100321,other_complaint,False
100323,billing_charge_dispute,False
100325,billing_charge_dispute,True
100327,order_status_delay,False
100329,order_status_delay,True
100331,refund_or_return,True
100333,account_access_issue,True
100335,order_status_delay,True
100337,damaged_or_wrong_item,True
100339,account_access_issue,True
100341,other_complaint,False
100343,refund_or_return,True
100345,order_status_delay,False
100347,other_complaint,True
100349,billing_charge_dispute,True
100351,damaged_or_wrong_item,True
100353,billing_charge_dispute,True
100355,other_complaint,True
100357,cancellation_request,True
100359,product_or_service_question,False
100361,other_complaint,False
100363,refund_or_return,True
100365,account_access_issue,False
100367,account_access_issue,False
100369,refund_or_return,False
100371,billing_charge_dispute,True
100373,cancellation_request,True
100375,account_access_issue,False
100377,order_status_delay,False
100379,billing_charge_dispute,True
100381,account_access_issue,False
100383,product_or_service_question,True
100385,product_or_service_question,False
100387,order_status_delay,True
100389,damaged_or_wrong_item,False
100391,damaged_or_wrong_item,True
100393,cancellation_request,False
100395,billing_charge_dispute,False
100397,account_access_issue,True
100399,product_or_service_question,True
100401,refund_or_return,True
100403,other_complaint,False
100405,product_or_service_question,True
100407,refund_or_return,False
100409,cancellation_request,False
100411,cancellation_request,True
100413,refund_or_return,True
100415,cancellation_request,True
100417,billing_charge_dispute,False
100419,order_status_delay,True
100421,cancellation_request,True
100423,billing_charge_dispute,False
100425,cancellation_request,True
100427,product_or_service_question,False
100429,damaged_or_wrong_item,True
100431,other_complaint,False
100433,product_or_service_question,True
100435,billing_charge_dispute,False
100437,refund_or_return,False
100439,other_complaint,False
100441,order_status_delay,True
100443,order_status_delay,True
100445,billing_charge_dispute,True
100447,damaged_or_wrong_item,False
100449,refund_or_return,False
100451,order_status_delay,False
100453,other_complaint,True
100455,billing_charge_dispute,False
100457,billing_charge_dispute,True
100459,account_access_issue,False
100461,other_complaint,False
100463,billing_charge_dispute,False
100465,other_complaint,False
100467,product_or_service_question,True
100469,refund_or_return,False
100471,other_complaint,True
100473,refund_or_return,False
100475,billing_charge_dispute,False
100477,account_access_issue,True
100479,refund_or_return,True
100481,order_status_delay,False
100483,billing_charge_dispute,False
100485,product_or_service_question,False
100487,refund_or_return,True
100489,account_access_issue,False
100491,cancellation_request,True
100493,other_complaint,True
100495,cancellation_request,True
100497,refund_or_return,False
100499,account_access_issue,True
100501,damaged_or_wrong_item,False
100503,account_access_issue,False
100505,other_complaint,True
100507,product_or_service_question,False
100509,other_complaint,True
100511,billing_charge_dispute,True
100513,order_status_delay,False
100515,billing_charge_dispute,False
100517,cancellation_request,False
100519,order_status_delay,True
100521,account_access_issue,False
100523,order_status_delay,False
100525,damaged_or_wrong_item,True
100527,cancellation_request,True
100529,damaged_or_wrong_item,False
100531,account_access_issue,False
100533,account_access_issue,False
100535,damaged_or_wrong_item,True
100537,refund_or_return,False
100539,order_status_delay,True
100541,account_access_issue,False
100543,order_status_delay,False
100545,billing_charge_dispute,True
100547,product_or_service_question,False
100549,product_or_service_question,True
100551,billing_charge_dispute,True
100553,damaged_or_wrong_item,False
100555,account_access_issue,True
100557,billing_charge_dispute,False
100559,refund_or_return,False
100561,account_access_issue,False
100563,product_or_service_question,True
100565,billing_charge_dispute,True
100567,order_status_delay,True
100569,billing_charge_dispute,False
100571,account_access_issue,False
100573,refund_or_return,False
100575,other_complaint,True
100577,billing_charge_dispute,True
100579,cancellation_request,False
100581,cancellation_request,False
100583,billing_charge_dispute,True
100585,billing_charge_dispute,False
100587,product_or_service_question,True
100589,account_access_issue,False
100591,other_complaint,True
100593,damaged_or_wrong_item,True
100595,refund_or_return,True
100597,refund_or_return,False
100599,product_or_service_question,False
100601,product_or_service_question,True
100603,cancellation_request,False
100605,cancellation_request,True
100607,product_or_service_question,True
100609,refund_or_return,False
100611,product_or_service_question,False
100613,damaged_or_wrong_item,True
100615,refund_or_return,True
100617,cancellation_request,False
100619,cancellation_request,True
100621,refund_or_return,True
100623,other_complaint,False
100625,order_status_delay,False
100627,cancellation_request,True
100629,refund_or_return,True
100631,refund_or_return,True
100633,billing_charge_dispute,True
100635,refund_or_return,False
100637,refund_or_return,False
100639,order_status_delay,False
100641,damaged_or_wrong_item,True
100643,account_access_issue,True
100645,billing_charge_dispute,True
100647,cancellation_request,True
100649,refund_or_return,True
100651,other_complaint,True
100653,other_complaint,True
100655,product_or_service_question,False
100657,cancellation_request,False
100659,product_or_service_question,True
100661,order_status_delay,False
100663,damaged_or_wrong_item,True
100665,other_complaint,True
100667,cancellation_request,False
100669,damaged_or_wrong_item,True
100671,account_access_issue,True
100673,billing_charge_dispute,False
100675,billing_charge_dispute,True
100677,account_access_issue,False
100679,other_complaint,True
100681,billing_charge_dispute,False
100683,cancellation_request,False
100685,product_or_service_question,False
100687,account_access_issue,False
100689,damaged_or_wrong_item,True
100691,cancellation_request,True
100693,damaged_or_wrong_item,True
100695,product_or_service_question,True
100697,cancellation_request,False
100699,damaged_or_wrong_item,False
100701,order_status_delay,True
100703,billing_charge_dispute,True
100705,account_access_issue,False
100707,billing_charge_dispute,True
100709,product_or_service_question,False
100711,order_status_delay,False
100713,order_status_delay,False
100715,cancellation_request,True
100717,cancellation_request,True
100719,account_access_issue,False
100721,other_complaint,False
100723,billing_charge_dispute,False
100725,order_status_delay,False
100727,product_or_service_question,False
100729,cancellation_request,True
100731,other_complaint,False
100733,order_status_delay,False
100735,product_or_service_question,False
100737,order_status_delay,True
100739,refund_or_return,False
100741,other_complaint,True
100743,refund_or_return,False
100745,account_access_issue,True
100747,order_status_delay,True
100749,other_complaint,True
100751,product_or_service_question,False
100753,billing_charge_dispute,False
100755,damaged_or_wrong_item,True
100757,billing_charge_dispute,True
100759,product_or_service_question,False
100761,billing_charge_dispute,False
100763,refund_or_return,True
100765,refund_or_return,False
100767,refund_or_return,True
100769,billing_charge_dispute,True
100771,other_complaint,True
100773,order_status_delay,True
100775,billing_charge_dispute,False
100777,product_or_service_question,False
100779,refund_or_return,False
100781,damaged_or_wrong_item,False
100783,order_status_delay,False
100785,order_status_delay,False
100787,order_status_delay,True
100789,order_status_delay,False
100791,billing_charge_dispute,False
100793,order_status_delay,True
100795,account_access_issue,False
100797,damaged_or_wrong_item,False
100799,cancellation_request,False
100801,cancellation_request,False
100803,cancellation_request,True
100805,other_complaint,True
100807,order_status_delay,True
100809,damaged_or_wrong_item,True
100811,order_status_delay,False
100813,damaged_or_wrong_item,True
100815,order_status_delay,False
100817,order_status_delay,True
100819,damaged_or_wrong_item,False
100821,other_complaint,True
100823,billing_charge_dispute,False
100825,billing_charge_dispute,False
100827,damaged_or_wrong_item,True
100829,damaged_or_wrong_item,False
100831,product_or_service_question,False
100833,product_or_service_question,False
100835,account_access_issue,True
100837,other_complaint,True
100839,billing_charge_dispute,True
100841,order_status_delay,False
100843,refund_or_return,True
100845,account_access_issue,True
100847,billing_charge_dispute,False
100849,other_complaint,False
100851,account_access_issue,True
100853,refund_or_return,True
100855,account_access_issue,False
100857,billing_charge_dispute,False
100859,damaged_or_wrong_item,False
100861,refund_or_return,False
100863,account_access_issue,False
100865,refund_or_return,False
100867,account_access_issue,True
100869,order_status_delay,True
100871,billing_charge_dispute,False
100873,other_complaint,False
100875,product_or_service_question,False
100877,product_or_service_question,True
100879,billing_charge_dispute,False
100881,other_complaint,False
100883,damaged_or_wrong_item,True
100885,refund_or_return,True
100887,other_complaint,True
100889,refund_or_return,False
100891,cancellation_request,False
100893,billing_charge_dispute,True
100895,refund_or_return,False
100897,other_complaint,True
100899,other_complaint,True
100901,cancellation_request,True
100903,other_complaint,False
100905,product_or_service_question,False
100907,cancellation_request,False
100909,cancellation_request,False
100911,order_status_delay,True
100913,cancellation_request,False
100915,account_access_issue,False
100917,product_or_service_question,False
100919,damaged_or_wrong_item,True
100921,refund_or_return,True
100923,billing_charge_dispute,True
100925,product_or_service_question,True
100927,damaged_or_wrong_item,False
100929,account_access_issue,False
100931,product_or_service_question,False
100933,account_access_issue,True
100935,account_access_issue,True
100937,product_or_service_question,False
100939,refund_or_return,False
100941,damaged_or_wrong_item,False
100943,cancellation_request,False
100945,billing_charge_dispute,False
100947,billing_charge_dispute,False
100949,billing_charge_dispute,True
100951,cancellation_request,True
100953,refund_or_return,True
100955,account_access_issue,True
100957,billing_charge_dispute,True
100959,product_or_service_question,False
100961,billing_charge_dispute,False
100963,other_complaint,False
100965,other_complaint,True
100967,other_complaint,False
100969,order_status_delay,True
100971,other_complaint,False
100973,product_or_service_question,False
100975,refund_or_return,True
100977,order_status_delay,False
100979,cancellation_request,True
100981,other_complaint,False
100983,product_or_service_question,False
100985,cancellation_request,True
100987,billing_charge_dispute,False
100989,product_or_service_question,False
100991,account_access_issue,True
100993,product_or_service_question,False
100995,other_complaint,True
100997,other_complaint,False
100999,account_access_issue,True
101001,damaged_or_wrong_item,True
101003,product_or_service_question,False
101005,damaged_or_wrong_item,False
101007,other_complaint,True
101009,cancellation_request,True
101011,damaged_or_wrong_item,True
101013,other_complaint,True
101015,refund_or_return,False
101017,order_status_delay,False
101019,account_access_issue,False
101021,product_or_service_question,False
101023,product_or_service_question,True
101025,order_status_delay,True
101027,product_or_service_question,False
101029,cancellation_request,True
101031,damaged_or_wrong_item,True
101033,billing_charge_dispute,False
101035,product_or_service_question,True
101037,damaged_or_wrong_item,False
101039,damaged_or_wrong_item,False
101041,billing_charge_dispute,True
101043,refund_or_return,True
101045,refund_or_return,True
101047,other_complaint,False
101049,order_status_delay,False
101051,order_status_delay,False
101053,account_access_issue,True
101055,order_status_delay,True
101057,product_or_service_question,False
101059,refund_or_return,True
101061,refund_or_return,True
101063,product_or_service_question,True
101065,cancellation_request,False
101067,cancellation_request,False
101069,account_access_issue,True
101071,cancellation_request,False
101073,product_or_service_question,False
101075,account_access_issue,True
101077,refund_or_return,False
101079,refund_or_return,True
101081,other_complaint,False
101083,other_complaint,True
101085,billing_charge_dispute,False
101087,product_or_service_question,False
101089,billing_charge_dispute,True
101091,other_complaint,True
101093,cancellation_request,True
101095,billing_charge_dispute,True
101097,other_complaint,False
101099,refund_or_return,True
101101,account_access_issue,True
101103,cancellation_request,True
101105,refund_or_return,True
101107,cancellation_request,True
101109,other_complaint,False
101111,order_status_delay,True
101113,order_status_delay,False
101115,other_complaint,False
101117,product_or_service_question,True
101119,damaged_or_wrong_item,False
101121,refund_or_return,False
101123,order_status_delay,True
101125,cancellation_request,False
101127,product_or_service_question,False
101129,billing_charge_dispute,False
101131,damaged_or_wrong_item,False
101133,product_or_service_question,False
101135,billing_charge_dispute,False
101137,cancellation_request,False
101139,order_status_delay,True
101141,other_complaint,False
101143,account_access_issue,True
101145,account_access_issue,True
